258147 470339 41.07
258147 470340 41.13
258147 470339 41.06
258147 470339 41.11
258148 470340 41.05
258147 470338 40.55
258147 470338 41.06
258147 470339 41.07
258148 470339 41.06
258148 470339 40.69
258147 470338 40.54
258147 470338 40.54
258148 470338 40.52
258148 470339 40.49
258148 470339 40.41
258148 470339 41.72
258148 470340 41.81
258147 470338 40.51
258148 470338 40.52
258148 470338 40.5
258148 470339 40.39
258148 470339 40.54
258148 470339 41.35
258149 470339 40.76
258149 470339 40.94
258149 470339 41.8
258147 470337 41.09
258148 470338 40.52
258148 470338 40.47
258148 470338 40.67
258148 470338 41.37
258148 470339 41.36
258149 470339 41.84
258147 470337 41.04
258148 470337 40.93
258148 470338 40.42
258148 470338 41.26
258148 470338 41.36
258149 470339 40.98
258149 470339 41.85
258147 470336 41.13
258148 470337 40.53
258148 470337 40.42
258148 470337 40.44
258148 470337 40.45
258148 470337 41.05
258148 470338 41.25
258147 470336 45.61
258149 470338 41.36
258149 470338 41.38
258147 470336 40.55
258148 470336 40.43
258148 470337 40.46
258148 470337 40.42
258148 470337 40.45
258148 470337 40.94
258147 470336 45.14
258148 470337 41.25
258149 470338 41.28
258149 470338 41.37
258149 470338 41.43
258150 470340 40.46
258148 470336 40.45
258148 470337 40.44
258148 470337 40.45
258149 470337 40.5
258147 470336 44.85
258149 470337 40.89
258149 470337 41.21
258149 470338 41.29
258150 470339 40.48
258150 470339 40.5
258150 470339 40.5
258151 470340 40.49
258147 470335 40.57
258148 470335 40.44
258148 470336 40.48
258148 470336 40.47
258148 470336 40.46
258147 470335 43.93
258149 470337 40.48
258149 470337 40.45
258149 470337 40.85
258147 470336 45.62
258149 470337 41.25
258150 470339 40.49
258150 470339 40.47
258150 470339 40.46
258151 470339 40.49
258151 470340 40.48
258147 470335 40.43
258148 470335 40.43
258148 470335 40.45
258148 470335 40.46
258147 470334 43.65
258148 470336 40.47
258148 470336 40.48
258147 470335 44.47
258149 470336 40.48
258149 470336 40.49
258148 470335 44.55
258149 470337 40.49
258149 470337 40.47
258149 470337 40.49
258150 470337 40.6
258150 470338 40.48
258150 470338 40.49
258150 470338 40.5
258151 470339 40.48
258151 470339 40.47
258151 470339 40.5
258151 470339 40.48
258151 470340 40.5
258147 470334 40.4
258147 470334 40.43
258148 470335 40.45
258148 470335 40.45
258148 470335 40.45
258148 470335 40.45
258147 470334 44.32
258148 470336 40.46
258148 470335 44.13
258149 470336 40.47
258148 470335 44.57
258149 470336 40.48
258148 470335 44.43
258149 470337 40.48
258148 470335 44.31
258149 470337 40.49
258148 470335 45.42
258150 470337 40.48
258150 470337 40.48
258150 470338 40.47
258150 470338 40.5
258150 470338 40.49
258151 470338 40.48
258151 470339 40.49
258151 470339 40.47
258151 470339 40.47
258151 470339 40.48
258152 470340 40.49
258147 470334 40.46
258148 470334 40.45
258148 470334 40.45
258148 470335 40.45
258148 470335 40.48
258148 470335 40.48
258147 470334 44.28
258149 470335 40.52
258149 470336 40.49
258147 470334 45.29
258149 470336 40.48
258148 470335 44.46
258149 470336 40.49
258148 470335 44.87
258149 470336 40.51
258148 470335 44.84
258150 470337 40.48
258150 470337 40.48
258150 470337 40.5
258150 470337 40.5
258150 470338 40.48
258151 470338 40.47
258151 470338 40.5
258151 470339 40.5
258151 470339 40.49
258152 470339 40.49
258152 470339 40.48
258152 470340 40.48
258147 470333 40.43
258147 470334 40.46
258148 470334 40.47
258148 470334 40.46
258148 470334 40.45
258148 470335 40.48
258148 470335 40.47
258149 470335 40.48
258149 470335 40.48
258149 470336 40.5
258148 470334 44.68
258149 470336 40.51
258149 470336 40.51
258148 470335 44.83
258150 470336 40.51
258150 470337 40.48
258150 470337 40.5
258150 470337 40.49
258151 470337 40.48
258151 470338 40.49
258151 470338 40.49
258151 470338 40.5
258151 470338 40.5
258152 470339 40.5
258152 470339 40.5
258152 470339 40.49
258152 470340 40.48
258147 470333 40.45
258147 470333 40.45
258148 470333 40.47
258148 470334 40.46
258148 470334 40.48
258148 470334 40.47
258148 470334 40.48
258149 470335 40.5
258149 470335 40.47
258149 470335 40.48
258148 470334 44.84
258149 470335 40.52
258150 470336 40.52
258150 470336 40.51
258150 470336 40.5
258150 470336 40.5
258150 470337 40.5
258151 470337 40.49
258151 470337 40.49
258151 470337 40.49
258151 470338 40.5
258151 470338 40.52
258152 470338 40.52
258152 470339 40.5
258152 470339 40.48
258152 470339 40.48
258153 470339 40.47
258153 470340 40.45
258147 470333 40.44
258148 470333 40.45
258148 470333 40.47
258148 470333 40.43
258148 470334 40.46
258148 470334 40.47
